# id:7-7--7 
-0.08,-0.78,0.63271345569155
0.45,0.17,0.2025071542594
-0.18,0.96,-0.84845290600767
0,-0.56,0.88662439290715
-0.9,-0.56,1.4038273574033
-0.8,0.04,0.69929279883055
-0.23,0.31,-0.026491870597604
-0.02,-0.45,0.58678768077651
0.5,-0.23,0.4016464771367
-0.59,-0.86,1.2075713862841
0.55,0.68,-0.10740953193741
-0.2,0.97,-1.1124486950319
0.26,0.28,0.093215207591724
0.13,0.26,-0.14387473653525
-0.25,0.44,-0.36383252324174
-0.8,0.67,-0.074484730734832
0.66,0.66,0.10737902369537
-0.16,-0.52,0.30842295005851
0.61,0.85,-0.40900268030223
-0.08,0.71,-0.47477380078441
-0.72,0.13,0.34262921308861
-0.25,0.06,0.042521033999807
-0.56,0.74,-0.43647473930627
0.61,0.94,-0.6910963986205
-0.5,-0.98,1.1612717349996
-0.93,-0.95,1.4689147096656
0.71,-0.12,0.35496771926933
-0.99,-0.03,1.1481695212332
-0.85,0.15,0.90959128161194
-0.78,-0.1,0.93760710288943
-0.42,-0.57,0.88245582099339
-0.43,-0.76,0.92038893401931
-0.92,0.42,0.49476467101819
-0.27,0.7,-0.83428176020358
0.26,0.66,-0.21093368004429
0.41,0.55,-0.22169098941166
-0.22,-0.84,0.76235181301286
-0.4,0.22,-0.26538589254721
0.9,-0.79,1.6460894594446
0.16,-0.6,0.56689111904094
-0.77,0.23,0.14059315017266
-0.55,0.95,-0.59498702441134
-0.89,-0.53,1.0252040236852
-0.09,-0.74,0.60418572956072
0.63,0.14,0.20270783493804
0.17,-0.8,0.86618736317367
0.57,0.75,-0.14316527944871
-0.55,0.66,-0.36963937321681
0.17,0.18,0.20578903338619
0.35,-0.57,0.74735963879464
-0.17,-0.25,0.59609561991154
0.98,0.62,0.6092008634955
-0.09,-0.42,0.29900579944166
-0.16,-0.19,0.0062867491337352
-0.21,1,-1.0327407356206
0.21,0.03,0.17479433947461
0.22,0.67,-0.64899688915682
-0.03,0.34,-0.2911156820104
-0.86,0.88,-0.2142858925466
0.61,0.77,-0.23845617383237
0.02,-0.23,0.16814600501713
0.98,-0.42,1.2086262250758
-0.48,-0.58,0.49339874907205
-0.76,0.69,-0.12252566894174
0.61,0.59,-0.18211513813307
-0.89,-0.56,1.5613529012284
-0.66,-0.91,0.73110132658014
-0.95,0.26,1.069113198991
-0.33,-0.11,0.035901160344203
-0.94,0.46,0.64611162355268
-0.12,0.28,-0.044441963632355
-0.52,-0.9,1.4813914343663
-0.06,0.46,-0.32927008551178
0.44,0.09,-0.052031024214812
0.34,0.05,-0.23929076626354
-0.15,-0.65,0.74498915180504
0.82,-0.18,0.97103334607698
-0.06,-0.66,0.42784390582444
0.25,0.18,-0.3776648196962
-0.97,-0.15,1.1960687601141
-0.23,-0.85,0.9457881218712
0.29,0.12,0.051870121499138
-0.76,0.34,0.19983120455426
-0.63,-0.09,0.55515533925491
-0.77,-0.56,1.4704843147022
-0.63,0.12,0.49935027454641
0.72,-0.14,0.69674043590974
0.23,-0.34,0.49718303211296
-0.69,-0.33,0.72318164662801
0.75,0.65,0.021240202137079
0.72,-0.41,1.0260103324382
-1,0.54,0.58240351580534
0.42,-0.06,-0.27479402234333
0.88,-0.34,1.1433251421647
-0.88,0.92,-0.11522158017349
0.51,-0.11,0.1878220078442
-0.94,-0.2,0.99346105390268
-1,-0.7,1.783600834599
-0.86,-0.62,1.2888232059059
0.22,-0.63,0.37037193197446
-0.18,0.6,-0.39983381029788
0.5,-0.46,0.86362681130692
-0.55,-0.28,0.46610551055893
0.2,-0.23,0.11213947701633
0.39,-0.05,0.091774246004107
-0.58,0.1,-0.069862131123102
0.55,-0.57,0.8053161998166
-0.36,-0.04,0.19936580756922
0.37,-0.48,0.65981860851017
0.63,0.49,0.081675796647608
-0.57,0.13,0.59674530820849
-0.62,-0.51,0.72692880962072
0.94,-0.61,1.4254563990799
-0.2,-0.93,0.81899013042551
-0.23,-0.99,1.2814220117803
-0.55,0.59,-0.26092060721561
0.61,0.95,-0.59312744059675
-0.88,-0.94,1.5908387253942
-0.33,0.33,-0.24846124546541
-0.16,-0.95,1.1798903585126
-0.73,0.27,0.25757150445675
0.16,0.82,-0.58870102544781
0.7,0.81,-0.46906954008968
-0.22,0.06,0.24623032745792
-0.68,-0.6,1.1641041023734
-0.45,-0.25,0.60296978863985
0.54,-0.06,-0.0087117228273
0.24,0.47,-0.49066219335061
0.33,-0.97,1.211485591082
0.54,-0.9,1.0349838363004
-0.95,1,-0.27663891036996
0.7,0.67,-0.32077099583435
0.94,0.82,0.15129776043652
